"","IndicatorCode","Indicator","ValueType","ParentLocationCode","ParentLocation","Location.type","SpatialDimValueCode","Location","Period.type","Period","IsLatestYear","Dim1.type","Dim1","Dim1ValueCode","Dim2.type","Dim2","Dim2ValueCode","Dim3.type","Dim3","Dim3ValueCode","DataSourceDimValueCode","DataSource","FactValueNumericPrefix","FactValueNumeric","FactValueUoM","FactValueNumericLowPrefix","FactValueNumericLow","FactValueNumericHighPrefix","FactValueNumericHigh","Value","FactValueTranslationID","FactComments","Language","DateModified"
"230","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","TUV","Tuvalu","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",823,"","EN","2020-02-12T05:00:00.000Z"
"231","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","UGA","Uganda","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",823,"","EN","2020-02-12T05:00:00.000Z"
"232","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EMR","Eastern Mediterranean","Country","YEM","Yemen","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",823,"","EN","2020-02-12T05:00:00.000Z"
"233","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"234","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","ALB","Albania","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"235","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","DZA","Algeria","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"236","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","AND","Andorra","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"237","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","ATG","Antigua and Barbuda","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"238","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","ARG","Argentina","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"239","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","ARM","Armenia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"240","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","AUS","Australia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"241","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","AUT","Austria","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"242","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","AZE","Azerbaijan","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"243","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","BHS","Bahamas","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"244","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EMR","Eastern Mediterranean","Country","BHR","Bahrain","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"245","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"246","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","BRB","Barbados","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"247","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","BLR","Belarus","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"248","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","BEL","Belgium","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"249","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","BLZ","Belize","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"250","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","BEN","Benin","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"251","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","SEAR","South-East Asia","Country","BTN","Bhutan","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"252","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","BOL","Bolivia (Plurinational State of)","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"253","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"254","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","BWA","Botswana","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"255","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","BRA","Brazil","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"256","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","BRN","Brunei Darussalam","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"257","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","BGR","Bulgaria","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"258","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","BFA","Burkina Faso","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"259","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","BDI","Burundi","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"260","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","CIV","Cote d'Ivoire","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"261","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","CPV","Cabo Verde","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"262","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","KHM","Cambodia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"263","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","CAN","Canada","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"264","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","CAF","Central African Republic","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"265","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","TCD","Chad","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"266","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","CHL","Chile","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"267","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","CHN","China","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"268","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","COL","Colombia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"269","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","COK","Cook Islands","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"270","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","CRI","Costa Rica","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"271","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","CUB","Cuba","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"272","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","CYP","Cyprus","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"273","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","CZE","Czechia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"274","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","SEAR","South-East Asia","Country","PRK","Democratic People's Republic of Korea","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"275","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","COD","Democratic Republic of the Congo","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"276","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","DNK","Denmark","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"277","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","DOM","Dominican Republic","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"278","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","ECU","Ecuador","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"279","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"280","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","SLV","El Salvador","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"281","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","ERI","Eritrea","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"282","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","EST","Estonia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"283","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","SWZ","Eswatini","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"284","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","ETH","Ethiopia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"285","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","FJI","Fiji","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"286","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","FIN","Finland","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"287","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","FRA","France","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"288","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","GEO","Georgia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"289","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","DEU","Germany","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"290","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","GTM","Guatemala","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"291","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","GUY","Guyana","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"292","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","HUN","Hungary","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"293","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","ISL","Iceland","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"294","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","SEAR","South-East Asia","Country","IND","India","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"295","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","SEAR","South-East Asia","Country","IDN","Indonesia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"296","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EMR","Eastern Mediterranean","Country","IRN","Iran (Islamic Republic of)","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"297","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"298","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","IRL","Ireland","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"299","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","ISR","Israel","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"300","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","ITA","Italy","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"301","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","JPN","Japan","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"302","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","KAZ","Kazakhstan","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"303","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","KEN","Kenya","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"304","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","KIR","Kiribati","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"305","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EMR","Eastern Mediterranean","Country","KWT","Kuwait","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"306","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"307","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"308","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","LVA","Latvia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"309","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"310","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","LSO","Lesotho","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"311","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","LTU","Lithuania","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"312","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","LUX","Luxembourg","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"313","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","MDG","Madagascar","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"314","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","MYS","Malaysia","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
"315","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","SEAR","South-East Asia","Country","MDV","Maldives","Year",2019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2020-02-12T05:00:00.000Z"
